373,372,186
385,384,192
489,488,244
465,464,232
579,578,289
577,576,288
619,618,309
635,634,317
737,736,368
787,786,393
861,860,430
871,870,435
925,924,462
959,958,479
1061,1060,530
1043,1042,521
1163,1162,581
1183,1182,591
1271,1270,635
1255,1254,627
1357,1356,678
1363,1362,681
1497,1496,748
1443,1442,721
1505,1504,752
1517,1516,758
1649,1648,824
1603,1602,801
1795,1794,897
1755,1754,877
